id,data_sbarco,nome_porto,latitudine,longitudine,nome_specie,quantita
242,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,1.2
243,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Fragolino,0.2
244,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,7.4
245,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,5.7
246,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,4.2
247,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,2.6
248,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,0.4
249,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,0.4
250,2019-01-14T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.3
251,2019-01-18T10:10:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,70.0
252,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,17.9
253,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,6.2
254,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,14.5
255,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Scorfano rosso,0.5
256,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,2.8
257,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,2.9
258,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,10.3
259,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Tracina drago ,8.2
260,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,1.8
261,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,3.1
262,2019-01-21T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.4
263,2019-02-15T10:15:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,50.0
264,2019-02-08T09:30:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,130.0
265,2019-01-25T09:00:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,60.0
266,2019-02-21T09:05:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,100.0
267,2019-02-15T09:10:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,50.0
268,2019-02-08T10:05:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,100.0
269,2019-02-01T09:30:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,70.0
270,2019-01-31T08:10:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,120.0
271,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,24.7
272,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,12.4
273,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,8.5
274,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,2.7
275,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo chiodato,2.3
276,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,26.8
277,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,2.0
278,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,3.1
279,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,4.2
280,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,4.9
281,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Rana pescatrice - Rospo,7.5
282,2019-02-19T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,7.7
283,2019-02-01T09:15:00.000Z,MARGHERITA DI SAVOIA,41.366665000000005,16.133333,Cuore,80.0
